classification_id,university_id,source_url,link_url,link_text,link_type_hint,classified_type,classification_confidence,requires_human_attention,blocking_status,classification_reason,observed_at_utc,classified_at_utc
it-unibocconi-cls-00057,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/personale-docente-non-di-ruolo-normativa-pre-vigente,Reclutamento Personale Docente Non di Ruolo Bocconi,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00058,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti,Panoramica,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00059,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/gualtiero-brugger,Gualtiero Brugger,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00060,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/pier-luigi-fabrizi,Pier Luigi Fabrizi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00061,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/aldo-montesano,Aldo Montesano,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00062,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/fabrizio-onida,Fabrizio Onida,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00063,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/professori-emeriti/giorgio-sacerdoti,Giorgio Sacerdoti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00064,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti,Panoramica,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00065,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/asn-2021-2023,Abilitazione Scientifica Nazionale,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00066,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/programma-visiting-professor,Programma Visiting Professor,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00067,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/ricerca/concorsi/concorsi,Archivio Concorsi,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00068,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/personale-docente-valutazioni-comparative,Reclutamento Personale Docente di Ruolo Bocconi - L.240/2010,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00069,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/en/faculty-and-research/faculty/faculty-recruiting,Reclutamento Assistant Professors - L.240/2010,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00070,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/lecturers,Reclutamento Lecturers - L.240/2010,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00071,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/valutazioni-comparative-tornate-precedenti,Reclutamento Personale Docente di Ruolo Bocconi,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-unibocconi-cls-00072,it-unibocconi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/concorsi,https://www.unibocconi.it/it/docenti-e-ricerca/docenti/reclutamento-docenti/personale-docente-non-di-ruolo-normativa-pre-vigente,Reclutamento Personale Docente Non di Ruolo Bocconi,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:20:17Z,2026-08-30T19:54:17Z
it-luiss-cls-00001,it-luiss,https://www.luiss.it/,https://www.luiss.it/#main-content,Skip to main content,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00002,it-luiss,https://www.luiss.it/,https://www.luiss.it/it,Home,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00003,it-luiss,https://www.luiss.it/,https://www.luiss.it/en,English,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00004,it-luiss,https://www.luiss.it/,https://www.luiss.it/#menu-level-item-12c2aacd-7840-403a-8c7a-e9b202ce30a9,Ateneo,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00005,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo,Perché scegliere Luiss Overview,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00006,it-luiss,https://www.luiss.it/,https://www.luiss.it/#menu-level-item-f62d6381-15b3-4e41-b9d3-13f2d06193d6,Chi siamo,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00007,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/chi-siamo,Chi siamo Overview,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00008,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/chi-siamo/mission-e-vision,Mission e Vision,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00009,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/chi-siamo/ranking-e-numeri,Ranking e Numeri,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00010,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/chi-siamo/storia,Storia,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00011,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/chi-siamo/ufficio-studi,Ufficio Studi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00012,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/chi-siamo/quality-assurance,Quality Assurance,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00013,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/chi-siamo/statuto-e-regolamenti,Statuto e Regolamenti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00014,it-luiss,https://www.luiss.it/,https://www.luiss.it/#menu-level-item-df9edd1b-d1e6-41c9-bdac-1aedccd4fc76,Governance,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00015,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/governance/vertici-di-ateneo,Vertici di Ateneo,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00016,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/governance/faculty,Faculty,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00017,it-luiss,https://www.luiss.it/,https://www.luiss.it/#menu-level-item-3f300ea1-9f8f-4479-8a66-87a8dc457774,Schools,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00018,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/schools/undergraduate-school,Undergraduate School,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00019,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/schools/graduate-school,Graduate School,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00020,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/schools/postgraduate-school,Postgraduate School,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00021,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/dipartimenti,Dipartimenti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00022,it-luiss,https://www.luiss.it/,https://www.luiss.it/#menu-level-item-09d0caa0-6495-475d-98bd-b95b46d07004,Terza Missione,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00023,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/terza-missione,Terza Missione Overview,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00024,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/terza-missione/produzione-di-beni-pubblici,Produzione di Beni Pubblici,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00025,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/terza-missione/valorizzazione-della-ricerca,Valorizzazione della Ricerca,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00026,it-luiss,https://www.luiss.it/,https://www.luiss.it/#menu-level-item-f54c61c5-dfbf-47e6-b8da-af4ad0dff2a2,Luiss Life,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00027,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/studentesse-e-studenti-iscritti,Studentesse e Studenti Iscritti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00028,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/calendario-accademico,Calendario Accademico,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00029,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/segreteria-studenti,Segreteria Studenti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00030,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/servizi-e-opportunita,Servizi e Opportunità,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00031,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/vocazione-internazionale,Vocazione Internazionale,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00032,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/career-service,Career Service,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00033,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/biblioteca,Biblioteca,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00034,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/sport,Sport,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00035,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/alumni,Alumni,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00036,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/luiss-life/hub-e-sedi,Hub e Sedi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00037,it-luiss,https://www.luiss.it/,https://www.luiss.it/#menu-level-item-f370461e-d52c-40d8-9210-e5ceb7220571,ESG,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00038,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/esg,ESG in Luiss Overview,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00039,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/esg/sostenibilita-ambientale,Sostenibilità ambientale,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
it-luiss-cls-00040,it-luiss,https://www.luiss.it/,https://www.luiss.it/it/ateneo/esg/progetti-e-aree-di-intervento,Progetti e aree di intervento,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-06-23T11:14:20Z,2026-08-30T19:54:17Z
