document_id,procedure_id,document_type,title,source_url,publication_date,retrieval_date,file_hash,text_hash,version,official_source_flag,notes
ACU-PILOT-0010-DOC-03,ACU-PILOT-0010,committee_appointment,Nomina Commissione - RTT - DIAM_R12_2025,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_30322_874_1.html,2025-09-05,2026-04-26,,,v1,true,Commission appointment document for R12_2025.
ACU-PILOT-0010-DOC-04,ACU-PILOT-0010,evaluation_criteria,CRITERI - procedura R 12_2025- RTT -08_CEAR_01-CEAR_01_B - DIAm,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_30322_874_1.html,2025-09-26,2026-04-26,,,v1,true,Evaluation criteria document for R12_2025.
ACU-PILOT-0010-DOC-05,ACU-PILOT-0010,admission_list,Elenco Ammessi - Convocazione Discussione Pubblica - Procedura R12_2025 (RTT) 08_CEAR_01-CEAR_01_B - DIAM,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_30322_874_1.html,2025-10-07,2026-04-26,,,v1,true,Also includes public discussion notice.
ACU-PILOT-0010-DOC-06,ACU-PILOT-0010,acts_approval,Approvazione atti - R12_2025 (RTT) 08_CEAR_01-CEAR_01_B - DIAM,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_30322_874_1.html,2025-10-22,2026-04-26,,,v1,true,Publication date recorded from the official Unical source listing.
ACU-PILOT-0010-DOC-07,ACU-PILOT-0010,other,GIUDIZI - R12_2025 (RTT) 08_CEAR_01-CEAR_01_B - DIAM,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_30322_874_1.html,2025-10-22,2026-04-26,,,v1,true,Evaluation judgments document; current taxonomy has no dedicated evaluation_judgments type.
ACU-PILOT-0008-DOC-01,ACU-PILOT-0008,call_notice,BANDO: dr_561_del_12_05_2025_bando1_professoreordinarioart18comma1_dibest.pdf,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_28522_874_1.html,2025-05-12,2026-04-26,,,v1,true,"Call notice for one first-fascia professor position under art. 18, comma 1, L. 240/2010."
ACU-PILOT-0008-DOC-02,ACU-PILOT-0008,committee_appointment,Nomina Commissione - Professore Prima Fascia - DIBEST - Biochimica,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_28522_874_1.html,2025-07-14,2026-04-26,,,v1,true,Commission appointment document. The same PDF may also appear in the attachments section.
ACU-PILOT-0008-DOC-03,ACU-PILOT-0008,other,Kit Commissioni,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_28522_874_1.html,2025-07-29,2026-04-26,,,v1,true,Administrative/commission support package; document type not separately represented in current taxonomy.
ACU-PILOT-0008-DOC-04,ACU-PILOT-0008,evaluation_criteria,Criteri - Verbale 1 - Procedura PO_5_2025,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_28522_874_1.html,2025-09-03,2026-04-26,,,v1,true,Criteria / first minutes document for PO_5_2025.
ACU-PILOT-0008-DOC-05,ACU-PILOT-0008,acts_approval,Approvazione Atti - PO_5_2025 - BIOS 07 A - Biochimica,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_28522_874_1.html,2025-09-23,2026-04-26,,,v1,true,Publication date recorded from the official Unical source listing.
ACU-PILOT-0008-DOC-06,ACU-PILOT-0008,other,GIUDIZI - PO_5_2025 - BIOS 07 A - Biochimica,https://unical.portaleamministrazionetrasparente.it/archivio22_bandi-di-concorso_0_28522_874_1.html,2025-09-23,2026-04-26,,,v1,true,Evaluation judgments document; current taxonomy has no dedicated evaluation_judgments type.
