confirmation_id,university_id,source_url,link_url,link_text,triage_status,confirmation_status,confirmation_confidence,strong_signals,weak_signals,negative_signals,http_status,content_type,requires_human_attention,reason,checked_at_utc
it-unibo-confirm-00011,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/chi-siamo,Chi siamo,unknown_requires_review,confirmed,high,\bconcors[oi]\b;ricercator[ei];personale tecnico amministrativo,albo;avvis[oi];lavor[ao] con noi;job,privacy;cookie;accessibilit[àa];contatti;facebook;instagram;linkedin;youtube,200,text/html;charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unibo-confirm-00012,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/organizzazione-e-sedi,Organizzazione e sedi,unknown_requires_review,confirmed,high,\bconcors[oi]\b;professor[ei];ricercator[ei];personale tecnico amministrativo,albo;avvis[oi];lavor[ao] con noi;job;opportunit[àa],privacy;cookie;accessibilit[àa];contatti;facebook;instagram;linkedin;youtube,200,text/html;charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unibo-confirm-00013,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/statuto-norme-strategie-bilanci,"Statuto e norme, strategie e bilanci",unknown_requires_review,confirmed,high,\bconcors[oi]\b;reclutamento;ricercator[ei],albo;avvis[oi];lavor[ao] con noi;posizion[ei];job;opportunit[àa],privacy;cookie;accessibilit[àa];contatti;facebook;instagram;linkedin;youtube,200,text/html;charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00014,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Corsi,Corsi,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00015,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Iscriversi,Iscriversi,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00016,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Grant,Grant,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00017,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Contribuzione,Contribuzione,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00018,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Alloggi,Alloggi,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00019,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Borse%20di%20studio,Borse di studio,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00020,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Master,Master,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00021,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/scuole,Scuole,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00022,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/dipartimenti,Dipartimenti,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00023,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/centri-ateneo,Centri,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00024,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/sostieni-unipd,Sostieni Unipd,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti;newsletter,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00025,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/area-stampa,Area stampa,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00026,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/lavora-con-noi,Lavora con noi,possible_competition_source,confirmed,high,\bbando\b;\bconcors[oi]\b;reclutamento;ricercator[ei];graduatoria;personale tecnico amministrativo,albo;selezion[ei];lavor[ao] con noi;call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00027,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/,,unknown_requires_review,review,medium,\bbando\b,albo;lavor[ao] con noi;posizion[ei];call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00028,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/per-chi-lavora,Scopri di cosa si tratta,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;posizion[ei];call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00029,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/servizi/supporto-studio/tutorato/diventare-tutor,Scopri come,unknown_requires_review,review,medium,\bbando\b,albo;lavor[ao] con noi;posizion[ei];call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00030,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/corsi,Trova il tuo corsoEntra a fare parte della comunità Unipd,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00031,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/corsi/internazionale,Fai esperienza all’esteroUn’opportunità formidabile,possible_competition_source,review,medium,,albo;lavor[ao] con noi;call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00032,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/corsi/verso-il-lavoro,Dopo la laureaProsegui gli studi o avviati al lavoro,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;job;call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00033,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/edilizia-contemporanea,Scopri di più,unknown_requires_review,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00034,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/events/maggio-al-museo-poleni,Scienza e tecnologiaMaggio al Museo PoleniAttività per tutte le etàMuseo Giovanni Poleni - Padovadal 17 maggio 2026 al 31 maggio 202613:00 - 17:00,possible_competition_source,review,medium,,albo;lavor[ao] con noi;call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00035,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/events/industria-e-design-del-videogioco-italia,Scienza e tecnologiaIndustria e design del videogioco in ItaliaLezionePalazzo Beldomandi - Padova18 maggio 202608:30 - 10:30,possible_competition_source,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00036,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/lavora-con-noi,Lavora con noi,possible_competition_source,confirmed,high,\bbando\b;\bconcors[oi]\b;reclutamento;ricercator[ei];graduatoria;personale tecnico amministrativo,albo;selezion[ei];lavor[ao] con noi;call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00037,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/selezioni-personale-indeterminato,Per personale pta a tempo indeterminato,possible_competition_source,confirmed,high,\bconcors[oi]\b;reclutamento;personale tecnico amministrativo,albo;selezion[ei];lavor[ao] con noi;posizion[ei];call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00038,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/selezioni-personale-determinato,Per personale pta a tempo determinato,possible_competition_source,confirmed,high,\bconcors[oi]\b;reclutamento;personale tecnico amministrativo,albo;selezion[ei];lavor[ao] con noi;posizion[ei];call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00039,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/accoglienza-docenti-ricercatori-internazionali,Scopri di più,possible_competition_source,confirmed,medium,ricercator[ei],albo;lavor[ao] con noi;posizion[ei];call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00040,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/procedure-personale-docente,Reclutamento personale docente,possible_competition_source,confirmed,high,\bconcors[oi]\b;procedure? selettiv[ae];reclutamento;professor[ei];ricercator[ei],albo;lavor[ao] con noi;posizion[ei];call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00041,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/concorsi-personale-tecnico-amministrativo,Personale tecnico amministrativo,possible_competition_source,confirmed,high,\bbando\b;\bconcors[oi]\b;personale tecnico amministrativo,albo;avvis[oi];selezion[ei];lavor[ao] con noi;posizion[ei];call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00042,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/concorsi-selezioni-dirigenti,Dirigenti,possible_competition_source,confirmed,medium,\bconcors[oi]\b,albo;selezion[ei];lavor[ao] con noi;posizion[ei];call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00043,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/concorsi-selezioni-incarichi,Incarichi,possible_competition_source,review,medium,,albo;avvis[oi];lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00044,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/bandi-dipartimenti,Bandi delle strutture di Ateneo,possible_competition_source,confirmed,medium,assegn[oi] di ricerca,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00045,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/altre-selezioni,Altre selezioni,possible_competition_source,confirmed,medium,\bbando\b,albo;selezion[ei];lavor[ao] con noi;call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipd-confirm-00046,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/bandi-gara-contratti,Bandi di gara e contratti,possible_competition_source,review,medium,,albo;lavor[ao] con noi;call;opportunit[àa],privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipd-confirm-00047,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/albo-on-line,Albo online,possible_competition_source,review,medium,,albo;lavor[ao] con noi;call,privacy;cookie;accessibilit[àa];contatti,200,text/html; charset=utf-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00048,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html#content,Salta al contenuto principale,possible_competition_source,confirmed,high,\bbando\b;\bconcors[oi]\b;reclutamento;professor[ei];ricercator[ei];assegn[oi] di ricerca;commissione giudicatrice;criteri di valutazione;graduatoria;approvazione atti;personale tecnico amministrativo;valutazione comparativa,albo;avvis[oi];selezion[ei];posizion[ei];call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipa-confirm-00049,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/solo-testo.jsp?solotesto=false,Passa alla visualizzazione normale.,unknown_requires_review,review,low,,,,200,text/html;charset=UTF-8,yes,No sufficient competition/procedure evidence found.,2026-08-29T21:57:30Z
it-unipa-confirm-00050,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/pagamenti.html,,unknown_requires_review,review,medium,,albo;avvis[oi];posizion[ei];call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00051,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it,,unknown_requires_review,confirmed,high,\bbando\b;\bconcors[oi]\b;ricercator[ei],albo;avvis[oi];posizion[ei];call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipa-confirm-00052,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html#,Ateneo,possible_competition_source,confirmed,high,\bbando\b;\bconcors[oi]\b;reclutamento;professor[ei];ricercator[ei];assegn[oi] di ricerca;commissione giudicatrice;criteri di valutazione;graduatoria;approvazione atti;personale tecnico amministrativo;valutazione comparativa,albo;avvis[oi];selezion[ei];posizion[ei];call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
it-unipa-confirm-00053,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/presentazione/,Presentazione,unknown_requires_review,review,medium,,albo;call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00054,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/strutture/,Strutture,unknown_requires_review,review,medium,,albo;call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00055,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/strutture/poli-decentrati/,Poli Territoriali,unknown_requires_review,review,medium,\bbando\b,albo;posizion[ei];call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00056,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/OrganiDiGovernoECollegiali/,Organi di governo e collegiali,unknown_requires_review,review,medium,,albo;call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00057,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/resocontisedutesaecda/,Il Rettorato informa,unknown_requires_review,review,medium,ricercator[ei],albo;posizion[ei];call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00058,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/amministrazione/,Amministrazione,unknown_requires_review,review,medium,,albo;call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00059,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/assicurazione-della-qualita-aq/,Assicurazione della Qualità - AQ,unknown_requires_review,review,medium,,albo;posizion[ei];call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,yes,Partial signals found; not enough for confirmation.,2026-08-29T21:57:30Z
it-unipa-confirm-00060,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/prevenzionedellacorruzione/regolamenti-di-ateneo/,Regolamenti,unknown_requires_review,confirmed,high,procedure? selettiv[ae];reclutamento;professor[ei];ricercator[ei],albo;selezion[ei];posizion[ei];call;opportunit[àa],privacy;accessibilit[àa];contatti,200,text/html;charset=UTF-8,no,Strong competition/procedure evidence found on fetched page.,2026-08-29T21:57:30Z
